:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
9.0,1.0,0.0,8.0,17.0,0.0,8.0,0.0,8.0,0.625,115.0,1.0,0.0,0.0,0.31111112,1.0,1.0,11.444445,6.0,1.3333334,0.0
2.0,1.0,0.0,5.0,8.0,0.0,1.0,5.0,1.0,0.5,34.0,0.0,2.0,0.0,0.625,0.0,0.0,15.0,1.0,0.5,0.0
8.0,2.0,0.0,9.0,18.0,28.0,3.0,9.0,8.0,2.0,65.0,0.0,0.0,0.22222222,0.2857143,0.0,0.0,7.125,1.0,0.875,0.0
3.0,2.0,0.0,6.0,16.0,3.0,0.0,6.0,2.0,1.0,237.0,1.0,0.0,0.71428573,0.5,0.0,0.0,74.0,2.0,1.0,0.0
21.0,1.0,6.0,39.0,76.0,182.0,8.0,31.0,4.0,0.95625,495.0,1.0,4.0,0.0,0.11111111,0.0,0.0,21.809525,2.0,1.0952381,0.0
11.0,1.0,6.0,17.0,43.0,27.0,6.0,11.0,8.0,0.78,220.0,1.0,1.0,0.0,0.28333333,0.0,0.0,18.545454,4.0,1.1818181,0.0
9.0,1.0,0.0,2.0,11.0,24.0,2.0,0.0,9.0,0.84375,49.0,1.0,0.0,0.0,0.4814815,0.0,0.0,4.0,1.0,0.8888889,0.0
38.0,1.0,0.0,26.0,62.0,457.0,24.0,6.0,28.0,0.8445946,454.0,1.0,2.0,0.0,0.15,1.0,1.0,10.736842,7.0,1.4736842,1.0
2.0,1.0,0.0,6.0,8.0,0.0,1.0,6.0,1.0,0.25,51.0,0.0,2.0,0.0,0.6,0.0,0.0,22.5,1.0,0.5,0.0
3.0,6.0,0.0,6.0,9.0,3.0,3.0,3.0,2.0,1.5,39.0,1.0,0.0,0.96363634,1.0,1.0,1.0,11.666667,3.0,1.6666666,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
3.0,5.0,0.0,14.0,6.0,3.0,13.0,1.0,2.0,1.5,16.0,1.0,0.0,1.0,0.6666667,0.0,0.0,4.0,0.0,0.0,0.0
4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,23.0,0.33333334,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.5,0.0
3.0,1.0,15.0,17.0,5.0,1.0,15.0,2.0,3.0,0.5,17.0,1.0,0.0,0.0,0.6666667,0.0,0.0,4.3333335,1.0,0.6666667,0.0
10.0,1.0,0.0,20.0,48.0,41.0,1.0,19.0,4.0,1.0909091,298.0,1.0,1.0,0.0,0.3148148,0.0,0.0,26.6,3.0,1.2,0.0
2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,1.0,0.0,0.75,0.0,0.0,5.0,1.0,0.5,0.0
35.0,1.0,0.0,15.0,80.0,401.0,7.0,11.0,34.0,0.8930481,563.0,1.0,1.0,0.0,0.14285715,1.0,1.0,14.771428,5.0,1.3428571,0.0
2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,1.0,0.0,0.75,0.0,0.0,5.0,1.0,0.5,0.0
3.0,3.0,0.0,5.0,6.0,0.0,4.0,1.0,2.0,0.75,32.0,0.5,0.0,0.94736844,0.5555556,0.0,0.0,9.0,2.0,1.0,0.0
12.0,1.0,0.0,15.0,42.0,16.0,0.0,15.0,10.0,0.75757575,354.0,1.0,5.0,0.0,0.24242425,0.0,0.0,28.0,4.0,1.5,0.0
2.0,4.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,17.0,0.5,1.0,0.99657536,0.6666667,1.0,1.0,6.5,1.0,0.5,0.0
28.0,1.0,0.0,8.0,28.0,378.0,1.0,7.0,28.0,2.0,28.0,0.0,0.0,0.0,0.34920636,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,8.0,1.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
30.0,1.0,0.0,23.0,58.0,263.0,22.0,1.0,24.0,0.8544061,724.0,1.0,0.0,0.0,0.30555555,0.0,0.0,22.833334,7.0,1.4,0.0
15.0,1.0,0.0,10.0,23.0,69.0,10.0,0.0,15.0,0.78571427,213.0,1.0,0.0,0.0,0.36666667,1.0,1.0,12.866667,7.0,1.7333333,1.0
2.0,5.0,0.0,3.0,5.0,0.0,1.0,3.0,2.0,0.6666667,25.0,0.6666667,2.0,0.9961977,0.625,1.0,1.0,10.0,1.0,0.5,0.0
2.0,1.0,0.0,4.0,6.0,0.0,1.0,4.0,1.0,0.5,26.0,0.0,1.0,0.0,0.625,0.0,0.0,11.0,1.0,0.5,0.0
31.0,1.0,0.0,14.0,48.0,309.0,10.0,4.0,30.0,0.89761907,465.0,1.0,3.0,0.0,0.16774194,1.0,1.0,13.548388,8.0,1.3870968,0.0
9.0,1.0,0.0,6.0,29.0,26.0,1.0,5.0,3.0,0.6875,200.0,1.0,2.0,0.0,0.29166666,0.0,0.0,20.777779,3.0,1.6666666,0.0
2.0,2.0,0.0,2.0,6.0,0.0,1.0,2.0,1.0,0.0,22.0,0.0,1.0,0.8,0.6666667,0.0,0.0,9.5,2.0,1.0,0.0
5.0,1.0,0.0,3.0,6.0,2.0,1.0,2.0,2.0,0.625,30.0,1.0,2.0,0.0,0.4,0.0,0.0,4.6,1.0,0.6,0.0
14.0,1.0,0.0,8.0,23.0,61.0,8.0,1.0,13.0,0.78846157,154.0,1.0,1.0,0.0,0.31428573,1.0,1.0,9.714286,7.0,1.5,1.0
7.0,2.0,0.0,9.0,18.0,0.0,3.0,7.0,6.0,0.16666667,77.0,1.0,0.0,0.45454547,0.24489796,0.0,0.0,9.857142,2.0,1.1428572,0.0
3.0,5.0,0.0,24.0,6.0,3.0,23.0,1.0,2.0,1.5,16.0,1.0,0.0,1.0,0.6666667,0.0,0.0,4.0,0.0,0.0,0.0
4.0,1.0,0.0,5.0,4.0,6.0,5.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,18.0,30.0,0.0,1.0,17.0,2.0,0.25,185.0,1.0,4.0,0.0,0.46666667,0.0,0.0,59.333332,8.0,3.3333333,0.0
5.0,1.0,0.0,5.0,36.0,10.0,0.0,5.0,2.0,2.0,163.0,0.0,0.0,0.0,0.26666668,0.0,0.0,31.6,3.0,1.2,0.0
11.0,1.0,0.0,9.0,60.0,55.0,4.0,5.0,3.0,1.1,540.0,0.95454544,0.0,0.0,0.3409091,0.0,0.0,46.090908,5.0,2.4545455,0.0
6.0,1.0,0.0,10.0,30.0,9.0,4.0,6.0,4.0,0.2,226.0,1.0,0.0,0.0,0.65,0.0,0.0,36.5,4.0,1.8333334,0.0
5.0,1.0,0.0,9.0,31.0,8.0,1.0,8.0,2.0,1.1875,151.0,1.0,1.0,0.0,0.45,0.0,0.0,27.6,3.0,1.2,0.0
2.0,1.0,0.0,6.0,7.0,0.0,1.0,6.0,1.0,0.33333334,38.0,0.0,2.0,0.0,0.6,0.0,0.0,16.5,1.0,0.5,0.0
15.0,1.0,0.0,3.0,21.0,63.0,3.0,1.0,15.0,0.82857144,152.0,1.0,1.0,0.0,0.23809524,1.0,1.0,8.8,7.0,1.4,1.0
2.0,1.0,0.0,5.0,7.0,0.0,1.0,5.0,1.0,0.33333334,36.0,0.0,2.0,0.0,0.6,0.0,0.0,15.5,1.0,0.5,0.0
6.0,1.0,0.0,22.0,35.0,3.0,15.0,7.0,2.0,0.53333336,186.0,1.0,0.0,0.0,0.33333334,0.0,0.0,29.5,4.0,1.3333334,0.0
7.0,1.0,0.0,8.0,7.0,21.0,6.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.30612245,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,23.0,0.0,1.0,0.0,0.5,0.0,0.0,6.3333335,1.0,0.6666667,0.0
6.0,2.0,0.0,2.0,14.0,11.0,1.0,1.0,4.0,0.8,105.0,0.4,4.0,0.7647059,0.4,1.0,1.0,15.666667,3.0,1.0,0.0
3.0,1.0,0.0,5.0,20.0,0.0,0.0,5.0,3.0,0.5,94.0,1.0,0.0,0.0,0.6666667,0.0,0.0,29.666666,1.0,0.6666667,0.0
4.0,1.0,0.0,10.0,33.0,4.0,1.0,9.0,2.0,1.2592592,172.0,1.0,0.0,0.0,0.5,0.0,0.0,39.75,2.0,0.75,0.0
17.0,1.0,0.0,50.0,25.0,88.0,48.0,2.0,15.0,0.8541667,163.0,1.0,2.0,0.0,0.20588236,1.0,1.0,8.235294,7.0,1.2941177,1.0
12.0,1.0,0.0,9.0,35.0,66.0,0.0,9.0,12.0,2.0,156.0,0.0,0.0,0.0,0.29761904,1.0,1.0,12.0,1.0,0.9166667,0.0
3.0,1.0,0.0,2.0,7.0,3.0,1.0,2.0,2.0,1.0,33.0,0.0,1.0,0.0,0.5,0.0,0.0,9.666667,2.0,1.0,0.0
11.0,1.0,0.0,7.0,54.0,31.0,0.0,7.0,6.0,0.775,297.0,1.0,0.0,0.0,0.225,0.0,0.0,25.636364,7.0,1.6363636,0.0
10.0,1.0,0.0,3.0,14.0,0.0,3.0,0.0,9.0,0.6944444,164.0,1.0,0.0,0.0,0.5,1.0,1.0,15.0,13.0,2.3,0.0
10.0,1.0,0.0,1.0,14.0,21.0,0.0,1.0,10.0,0.7407407,109.0,1.0,1.0,0.0,0.32,1.0,1.0,9.6,7.0,1.5,1.0
9.0,1.0,0.0,21.0,43.0,20.0,0.0,21.0,8.0,0.8541667,252.0,1.0,5.0,0.0,0.20454545,0.0,0.0,26.333334,5.0,1.5555556,0.0
6.0,1.0,0.0,6.0,6.0,15.0,4.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,1.0,1.0,0.0
8.0,2.0,0.0,20.0,52.0,18.0,1.0,19.0,2.0,0.78571427,360.0,1.0,0.0,0.7307692,0.325,1.0,3.0,43.5,6.0,2.5,0.0
7.0,1.0,0.0,5.0,7.0,21.0,3.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.53571427,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,4.0,9.0,1.0,2.0,4.0,1.0,2.0,30.0,0.0,0.0,0.9,0.625,1.0,1.0,13.0,1.0,0.5,0.0
2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,1.0,0.0,0.75,0.0,0.0,5.0,1.0,0.5,0.0
4.0,2.0,0.0,5.0,12.0,6.0,2.0,5.0,1.0,1.3333334,37.0,0.0,0.0,0.75,0.35,1.0,1.0,8.0,1.0,0.75,0.0
9.0,1.0,0.0,3.0,13.0,4.0,3.0,0.0,9.0,0.625,90.0,1.0,0.0,0.0,0.7222222,0.0,0.0,8.666667,1.0,0.7777778,0.0
13.0,1.0,0.0,8.0,13.0,78.0,3.0,5.0,13.0,2.0,13.0,0.0,0.0,0.0,0.3846154,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,0.0,4.0,20.0,0.0,2.0,2.0,5.0,0.65,95.0,0.75,1.0,0.0,0.4,0.0,0.0,14.166667,4.0,1.1666666,0.0
21.0,1.0,0.0,34.0,154.0,142.0,0.0,34.0,17.0,0.805,1051.0,1.0,9.0,0.0,0.11904762,0.0,0.0,48.57143,17.0,2.8095238,0.0
37.0,1.0,0.0,25.0,60.0,492.0,23.0,6.0,25.0,0.8402778,441.0,1.0,2.0,0.0,0.14864865,1.0,1.0,10.7027025,7.0,1.4864864,1.0
6.0,2.0,0.0,8.0,20.0,15.0,0.0,8.0,6.0,2.0,83.0,0.0,0.0,0.2857143,0.8333333,0.0,0.0,12.833333,2.0,1.1666666,0.0
3.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,15.0,1.0,0.0,0.9649123,0.6666667,0.0,0.0,3.3333333,1.0,0.6666667,0.0
4.0,2.0,0.0,6.0,13.0,0.0,2.0,4.0,4.0,0.0,58.0,1.0,0.0,0.625,0.4375,0.0,0.0,13.25,5.0,1.75,0.0
10.0,1.0,0.0,25.0,63.0,33.0,1.0,24.0,2.0,0.22222222,468.0,1.0,0.0,0.0,0.16161616,0.0,0.0,45.7,2.0,0.9,0.0
3.0,5.0,0.0,7.0,11.0,0.0,2.0,5.0,3.0,0.75,47.0,0.75,1.0,0.9932203,0.5,1.0,1.0,13.333333,1.0,0.6666667,0.0
3.0,1.0,0.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,23.0,0.0,1.0,0.0,0.5,0.0,0.0,6.3333335,1.0,0.6666667,0.0
5.0,1.0,0.0,12.0,40.0,8.0,1.0,11.0,2.0,1.1875,173.0,1.0,0.0,0.0,0.41666666,0.0,0.0,32.0,2.0,1.0,0.0
25.0,1.0,0.0,25.0,65.0,222.0,0.0,25.0,25.0,0.9270833,352.0,1.0,11.0,0.0,0.12470588,0.0,0.0,12.6,4.0,1.24,0.0
4.0,2.0,0.0,3.0,15.0,0.0,1.0,3.0,4.0,0.6111111,180.0,0.9166667,2.0,0.72727275,0.4642857,1.0,1.0,41.0,7.0,4.0,0.0
6.0,1.0,0.0,11.0,38.0,13.0,2.0,9.0,3.0,1.1428572,189.0,0.71428573,0.0,0.0,0.2,0.0,0.0,29.333334,5.0,1.6666666,0.0
2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
5.0,2.0,0.0,7.0,8.0,6.0,6.0,1.0,3.0,0.89285713,91.0,0.2857143,6.0,0.8125,0.41666666,1.0,1.0,15.8,1.0,0.6,0.0
19.0,1.0,0.0,21.0,92.0,107.0,0.0,21.0,11.0,0.85555553,765.0,1.0,5.0,0.0,0.20242915,0.0,0.0,39.0,9.0,2.631579,0.0
0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,0.0,6.0,4.0,6.0,5.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,5.0,6.0,0.0,1.0,5.0,1.0,0.5,31.0,0.0,1.0,0.0,0.625,0.0,0.0,13.5,1.0,0.5,0.0
13.0,1.0,0.0,3.0,18.0,26.0,3.0,0.0,13.0,0.75,134.0,1.0,0.0,0.0,0.51282054,0.0,0.0,8.923077,1.0,0.84615386,0.0
9.0,1.0,0.0,1.0,11.0,24.0,1.0,0.0,9.0,0.9,50.0,1.0,0.0,0.0,0.4814815,0.0,0.0,4.0,1.0,0.8888889,0.0
2.0,1.0,0.0,5.0,6.0,0.0,1.0,5.0,1.0,0.5,28.0,0.0,1.0,0.0,0.625,0.0,0.0,12.0,1.0,0.5,0.0
